id,source,category,text,content_type,is_time_sensitive,has_missing_values,structured_fields,potential_duplicate,duplicate_group,chunk_id,text_length,word_count
058,GRA_User_QA_Common_Questions_3,faq,"Q: I sold my house and made a profit. Do I pay tax on it? A: If the house was your main home and you have lived there for at least 3 years, the gain is exempt from CGT. If it was not your main home (e.g. an investment property or second home), you pay CGT at 15% on the profit. The return and payment are due within 30 days of the sale. Q: I bought shares on the Ghana Stock Exchange and made a profit. Is that taxable? A: No. Gains from listed shares on the Ghana Stock Exchange are exempt from CGT to encourage investment in the capital market. Dividends received from listed companies are subject to 8% WHT which is a final tax. Q: I received a cash gift from my uncle who lives abroad. Is it taxable? A: Gifts from family members are generally exempt from income tax in Ghana. However if the amounts are very large and regular, GRA could potentially argue it constitutes income. For formal gift transfers of significant assets, consult a tax advisor. Q: I own a plot of land I have not developed. Do I pay any tax on it? A: No income or capital gains tax arises until you sell or rent out the land. Property rates (local government levy) may apply — that is administered by the local Metropolitan, Municipal or District Assembly not GRA.",formal,False,False,"{'tax_rates_mentioned': ['8', '15'], 'deadlines': [{'type': 'timeframe', 'value': '30 days'}], 'is_qa_format': True, 'has_step_instructions': False}",False,,058,1241,236
059,GRA_User_QA_Common_Questions_4,faq,"Q: My business has not started making money yet. Do I still need to file a tax return? A: Yes. Once registered for a tax type you must file returns even if you have no income (nil return). For income tax, if you had a full year with no income you may not owe tax but you should still file to avoid late filing penalties in some cases — check with GRA. Q: I made a loss this year. Can I carry it forward? A: Yes. A business can carry forward a tax loss and offset it against taxable income in future years. Losses can generally be carried forward for up to 5 years under the Income Tax Act. Losses from mining operations may have different rules. Q: I am a landlord and my tenant is an individual. No WHT has been deducted from my rent. What do I do? A: If your tenant is an individual (not a company or government body) they have no obligation to deduct WHT. In this case you must declare your rental income in your annual income tax return and pay tax at the graduated individual rates. You should register with GRA as a rental income earner. Q: I run a chop bar (local restaurant). Do I need to register for VAT? A: Only if your annual sales exceed GHS 200,000. Below this threshold VAT registration is voluntary. As a chop bar, some supplies may be exempt (unprocessed food items).",informal,False,False,"{'ghs_amounts_mentioned': ['200,000.'], 'is_qa_format': True, 'has_step_instructions': False}",False,,059,1284,246
060,GRA_User_QA_Common_Questions_5,faq,"Q: My company pays dividends to shareholders. What tax applies? A: You must withhold 8% from each dividend payment and remit to GRA by the 15th of the following month. Issue WHT certificates to shareholders. Q: I received a dividend from my company. Do I include it in my income tax return? A: The 8% WHT on dividends is a final tax. You do not include dividend income in your income tax return. However keep the WHT certificate as your proof of tax paid. Q: My business partner and I split profits equally. How are we taxed? A: If you operate as a partnership (not a company), each partner is taxed individually on their share of the partnership profits at the individual graduated rates. The partnership itself does not pay CIT. If you operate as a company, the company pays CIT and then shareholders pay 8% WHT on dividends. Q: I want to close my company. What are the tax steps? A: You must file all outstanding returns and pay all outstanding taxes. De-register from VAT if registered. Obtain a Tax Clearance Certificate. Inform GRA in writing of the closure. Cancel any PAYE and WHT registrations. The final return covers up to the date of winding up. Any assets distributed to shareholders on liquidation may be treated as a dividend.",formal,False,False,"{'tax_rates_mentioned': ['8'], 'deadlines': [{'type': 'deadline', 'value': '15th of'}], 'is_qa_format': True, 'has_step_instructions': False}",False,,060,1241,220
061,GRA_User_QA_Common_Questions_6,faq,"Q: I am a nurse working for a private hospital. My salary is GHS 4,000 a month. What reliefs can I claim? A: You can claim reliefs such as marriage relief (if married), child relief (if you have children), and old age relief (if you are 60 or above). Apply for them using Form IT1 from GRA. Q: I pay private health insurance for myself and my family. Is that deductible? A: Life insurance premiums may qualify for a relief up to 10% of assessable income. Private health insurance is slightly different from life insurance — confirm the current treatment with GRA as the rules have been debated. Q: I have a mortgage on my home. Can I deduct mortgage interest? A: Under Ghana tax law, interest on a mortgage for your principal private residence is not an allowable deduction against employment income. Mortgage interest is only deductible if the property is a business asset or rental property generating income. Q: I sponsored my child through university. Can I claim any relief for education expenses? A: There is no education expense relief for sponsoring your own children's education at university. The dependent child relief (GHS 1,200 per child) applies if the child is a dependant in full-time education. There is a training/education relief for professional development of the taxpayer themselves.",formal,True,False,"{'tax_rates_mentioned': ['10'], 'ghs_amounts_mentioned': ['4,000', '1,200'], 'is_qa_format': True, 'has_step_instructions': False}",False,,061,1305,220
062,GRA_User_QA_VAT_Business,faq,"Q: I run a printing business. My annual revenue is GHS 350,000. Do I need to register for VAT? A: Yes. Your revenue exceeds the GHS 200,000 VAT registration threshold. You must register for VAT immediately. Apply online at taxpayerportal.gra.gov.gh or visit a GRA VAT office. Q: Can I charge VAT before my VAT registration is approved? A: No. You must not charge VAT to customers until you are officially registered and have received your VAT Certificate. Charging VAT without registration is an offence. Q: I am VAT registered. My supplier is not VAT registered. Can I claim input VAT from their invoice? A: No. You can only claim input VAT on purchases from VAT-registered suppliers who issue a valid VAT invoice. If your supplier is not VAT registered, they should not be charging VAT and you cannot claim input on their invoices. Q: I provide both VAT-exempt and standard-rated services. How do I handle input VAT? A: You are a partially exempt business. You must apportion your input VAT between taxable and exempt activities using an approved attribution method. The portion attributable to exempt supplies is not recoverable. This is called the partial exemption calculation. Q: My output VAT is less than my input VAT. What happens? A: You have a VAT credit. You can carry it forward to the next period or apply to GRA for a refund. Refund claims are subject to GRA verification.",formal,False,False,"{'ghs_amounts_mentioned': ['200,000', '350,000.'], 'is_qa_format': True, 'has_step_instructions': False}",False,,062,1387,237
063,GRA_User_QA_TIN_Compliance,faq,"Q: I need my TIN urgently for a bank account opening. How quickly can I get it? A: You can get your TIN on the same day by visiting any GRA office with your Ghana Card. Online self-service TIN issuance at taxpayerportal.gra.gov.gh can also be instant in some cases. Q: Can I check if someone has a valid TIN? A: TINs are personal. GRA does not publicly disclose another person's TIN. However businesses can verify if a TIN provided to them is genuine by calling GRA or using the portal's TIN verification feature. Q: My company is registered in another ECOWAS country but we have operations in Ghana. Do we need a Ghana TIN? A: Yes. Any entity earning income in Ghana or employing people in Ghana needs a Ghana TIN. Even if you do not have a formal legal entity in Ghana, if you have a permanent establishment (fixed place of business) you must register. Q: I keep getting notices from GRA saying I have outstanding returns. I never registered for any tax. What is happening? A: GRA may have registered you based on information from third parties (employers, business registrations, property transactions). Visit the GRA office that sent the notice to clarify your tax registration status and resolve any outstanding issues.",formal,True,False,"{'is_qa_format': True, 'has_step_instructions': False}",False,,063,1224,213
064,GRA_User_QA_Import_Customs,faq,"Q: I ordered a laptop from an online store abroad. Will I pay customs duty? A: Yes. Goods imported into Ghana regardless of how they are ordered (online or otherwise) are subject to customs duty. Electronics like laptops attract duty rates under the ECOWAS CET. Your courier or freight forwarder will handle the customs process and charge you the applicable duties plus their fees. Q: I brought goods back from my trip abroad. Do I declare them? A: Every traveller must declare goods above the passenger's allowance threshold (typically USD 500 equivalent). Goods above this threshold are subject to duty. Undeclared dutiable goods may be seized by GRA Customs. Q: I am a trader and I want to import goods. Do I need any special permits? A: Some goods require import permits from specific government agencies (e.g. food and drugs require FDA approval, pharmaceuticals require UNIPASS clearance, electronics may need NCA approval). GRA Customs will require these permits before clearing the goods. General traders need a TIN and may need to register as an importer with GRA Customs. Q: What happens if I disagree with the customs value GRA uses? A: You can formally challenge the customs value by lodging an objection. GRA Customs must give reasons for using a different value. If unresolved, the dispute can be escalated to the Revenue Appeals Board.",formal,False,False,"{'is_qa_format': True, 'has_step_instructions': False}",False,,064,1350,224
065,GRA_User_QA_Penalties_Help,faq,"Q: I have not filed my tax returns for 3 years. What should I do? A: You should come forward voluntarily and file all outstanding returns as soon as possible. Voluntary compliance before GRA discovers the non-compliance is viewed more favourably. GRA may impose late filing penalties (GHS 500 per month per return type) but may consider reducing penalties if you approach them proactively. Call 0800-900-110 or visit your nearest GRA office. Q: GRA has issued me a penalty I cannot afford to pay. What are my options? A: You can apply in writing to the Commissioner of your tax office for a penalty waiver, explaining your circumstances. Alternatively you can negotiate an installment payment plan for the penalties and taxes combined. Q: I paid my taxes but I have no receipt. GRA is saying I still owe. What should I do? A: Gather your payment evidence — bank debit notice, mobile money transaction SMS, or bank teller receipt. Visit the GRA office with the evidence and request a reconciliation of your account. GRA officers can trace payments using the reference number on the payment. Q: I got a court summons from GRA. What should I do? A: Take this very seriously and engage a tax lawyer or advisor immediately. Do not ignore the summons. Contact the GRA Large Taxpayer Office or your district office to understand the issue and attempt to resolve it before court.",formal,False,False,"{'ghs_amounts_mentioned': ['500'], 'is_qa_format': True, 'has_step_instructions': False}",False,,065,1371,236
066,GRA_User_QA_Employer_PAYE,faq,"Q: I have 3 employees. How do I register as an employer with GRA? A: Visit any GRA office and request to register as an employer/withholding agent. You need your company TIN, Certificate of Incorporation, and details of your employees. You can also register online via the taxpayer portal. Q: Can I pay my employees net of tax (employer bears the PAYE)? A: Technically the employer can agree to bear the employee's PAYE, but this creates a tax grossing-up situation where the benefit (the employer paying tax) is itself taxable. This creates complex calculations. GRA expects PAYE to be operated in the normal manner. Q: One of my employees resigned in September. Do I file a final PAYE return for them? A: File the PAYE return for September including that employee's income and deductions. Issue the employee their P9 form covering January to September (or whatever the employment period was). Q: I am a domestic employer (I have house helps). Do I pay PAYE for them? A: If you pay a domestic worker (house help, driver, gardener) a salary and their income exceeds the zero-rated threshold (first GHS 490/month is tax-free in 2024 rates) you should technically operate PAYE. In practice this is rarely enforced for small domestic arrangements but legally the obligation exists.",formal,True,False,"{'ghs_amounts_mentioned': ['490'], 'is_qa_format': True, 'has_step_instructions': False}",False,,066,1278,214
067,GRA_User_QA_Digital_Freelance,faq,"Q: I do graphic design on Fiverr and earn in USD. How do I declare this in Ghana? A: Convert your annual USD earnings to Ghana cedis at the prevailing exchange rate. Include the converted amount as your self-employment income in your annual income tax return (Form IT1). File by 30 April. Deductible expenses: internet, software subscriptions, computer depreciation — these reduce your taxable profit. Q: I am an influencer on Instagram and brands pay me. What tax do I owe? A: Influencer fees and endorsement income are taxable. Register for a TIN, keep records of all payments received, and file an annual return. Endorsement fees from Ghanaian brands may attract 10% WHT at source — your client should deduct this. Q: I run an online store selling Ghana handmade goods to buyers worldwide. Any tax advice? A: Sales to foreign buyers (export) are zero-rated for VAT if you are VAT registered. Your income (profits from the business) is subject to income tax. If your annual revenue exceeds GHS 200,000 you must register for VAT. Keep records of all transactions. Q: Do I have to declare my crypto income to GRA? A: Yes. Cryptocurrency profits are taxable in Ghana. Gains from disposal of crypto are subject to CGT at 15%. Regular trading income may be treated as business income. GRA is developing specific crypto guidance — monitor gra.gov.gh for updates.",formal,False,False,"{'tax_rates_mentioned': ['10', '15'], 'ghs_amounts_mentioned': ['200,000'], 'is_qa_format': True, 'has_step_instructions': False}",False,,067,1358,230
068,GRA_Tax_Terms_Glossary,glossary,"Key Tax Terms Used in Ghana — A Glossary. Assessable Income: Total income from all sources before deduction of personal reliefs. Chargeable Income: Assessable income minus allowable reliefs and deductions — the amount on which tax is actually computed. Commissioner-General: The head of GRA — appointed by the President. CIT: Corporate Income Tax. Creditable WHT: Withholding Tax that is not final — it can be credited against the taxpayer's annual income tax liability. Final WHT: Withholding Tax that discharges the taxpayer's full liability on that income — they do not need to include it in their annual return. Input VAT: VAT paid on purchases by a VAT-registered business. Output VAT: VAT charged on sales by a VAT-registered business. Net VAT: Output VAT minus Input VAT — the amount payable to GRA. P9 Form: Certificate issued by employer to employee showing annual emoluments and PAYE deducted. PAYE: Pay As You Earn — income tax deducted at source by employer. Permanent Establishment (PE): A fixed place of business through which a foreign enterprise carries on business in Ghana. Provisional Tax: Advance payment of income tax made by self-employed persons and companies during the tax year. TIN: Taxpayer Identification Number — 11-digit unique identifier assigned by GRA. Turnover Tax: A simplified tax regime for very small businesses based on gross turnover. WHT: Withholding Tax — tax deducted at source by a payer before paying the recipient. Zero-rated Supply: A supply subject to VAT at 0% — the supplier can still claim input VAT. Exempt Supply: A supply not subject to VAT — no VAT charged, and no input VAT claimable on related costs.",formal,False,False,"{'tax_rates_mentioned': ['0'], 'is_qa_format': False, 'has_step_instructions': False}",False,,068,1657,270
069,GRA_Acts_Regulations_Reference,legal_reference,"Key Tax Legislation Administered by GRA. Income Tax Act, 2015 (Act 896): Main act governing income tax for individuals and companies. Amended by Income Tax (Amendment) Acts: Act 941 (2016), Act 956 (2017), Act 973 (2018), Act 1,007 (2020), Act 1,066 (2021), and subsequent amendments. Value Added Tax Act, 2013 (Act 870): Governs VAT, NHIL, GETFund Levy. Revenue Administration Act, 2016 (Act 915): Governs GRA's powers of administration, audit, assessment, enforcement and appeals. Customs Act, 2015 (Act 891): Governs customs and excise. Excise Duty Act, 2014 (Act 878): Governs excise duties on specified goods. Communications Service Tax Act, 2008 (Act 754): Governs CST. Transfer Pricing Regulations, 2020 (L.I. 2,412): Governs TP documentation and arm's length requirements. Petroleum Income Tax Act (PITA): Governs tax on petroleum income. Ghana Investment Promotion Centre Act, 2013 (Act 865): Investment incentives including tax holidays. Free Zones Act, 1995 (Act 504) as amended: Free Zone incentives. Whistleblower Act, 2006 (Act 720): Protection and reward for tax fraud reporters. Revenue Appeals Board: Created under the Revenue Administration Act to hear tax appeals. All acts available at gra.gov.gh or Parliament House Library.",formal,True,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,069,1245,184
070,GRA_SSNIT_vs_Tax_FAQ,faq,"Q: What is the difference between SSNIT and GRA? A: SSNIT (Social Security and National Insurance Trust) is a pension fund that collects social security contributions for workers' retirement. GRA (Ghana Revenue Authority) is the government tax collection authority. SSNIT contributions are not taxes — they go into a pension fund for your future benefit. GRA taxes fund government services. Q: My employer deducts both SSNIT and PAYE. Is that correct? A: Yes. The employee contributes 5.5% of gross salary to SSNIT (pension contribution, not a tax). The employer also contributes 13% to SSNIT. PAYE is computed on the gross salary MINUS the 5.5% SSNIT deduction — so your SSNIT contribution reduces your tax base. Q: If I pay SSNIT my whole career do I still need to pay income tax? A: Yes. SSNIT contributions and income tax are separate obligations. SSNIT is for pension; income tax funds public services. Both apply. Q: My employer has been deducting SSNIT but not remitting it to SSNIT. What can I do? A: This is a serious issue — it is theft of your pension contributions. Report to SSNIT directly. This does not affect your GRA/PAYE obligation — for PAYE issues go to GRA.",formal,False,False,"{'tax_rates_mentioned': ['13', '5.5'], 'is_qa_format': True, 'has_step_instructions': False}",False,,070,1178,201
071,GRA_Budget_Tax_Changes_Process,tax_education,"How Tax Rates Change in Ghana. Tax rates and thresholds in Ghana are set in law but can be changed by the government through: The annual national budget: The Finance Minister reads the budget in November each year. The budget may propose changes to tax rates, bands, thresholds, and reliefs. These changes are incorporated into law through an Amendment Act passed by Parliament. The amended rates typically take effect from 1 January of the following year. Subsidiary legislation: Some rates can be changed by Legislative Instruments (LI) without amending the main Act. Because rates change annually, GRA publishes updated tax tables and guidance after each budget. TaxBot always recommends confirming the most current rates at gra.gov.gh because this system's information may lag behind the most recent budget. The 2024 budget introduced changes to income tax bands, certain exemptions and levies — verify current rates directly with GRA. Key rates to verify each year: Income tax bands and percentages, VAT-related levies (particularly the COVID-19 Health Recovery Levy status), E-Levy rate and threshold, and personal relief amounts.",formal,True,False,"{'deadlines': [{'type': 'recurring_deadline', 'value': '1 January of the following year'}], 'is_qa_format': False, 'has_step_instructions': False}",False,,071,1136,175
072,GRA_Tax_Amnesty_Compliance,amnesty,"GRA Tax Amnesty Programmes. Ghana's GRA has periodically offered tax amnesty programmes to encourage non-compliant taxpayers to regularise their affairs. A typical amnesty programme waives all or a portion of penalties and interest on outstanding taxes if the taxpayer pays the principal tax in full within a specified window. Past amnesties: Ghana has offered amnesties in 2021, 2019 and earlier years — the specific terms, eligible tax types, and deadline dates vary by programme. For current amnesty programmes: Check gra.gov.gh or call 0800-900-110 — TaxBot cannot confirm currently active amnesty programmes as they change. Who benefits most from an amnesty: Persons with outstanding returns not filed for many years. Businesses with large accumulated penalty and interest balances. Taxpayers who received estimated assessments from GRA they cannot dispute. Who does not qualify: Taxpayers already under criminal prosecution for tax fraud. Voluntary disclosure: Even outside formal amnesties, GRA encourages voluntary disclosure which may result in reduced penalties at the Commissioner-General's discretion. A voluntary disclosure is treated more leniently than a situation discovered by GRA audit.",formal,True,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,072,1204,173
073,GRA_e_Commerce_Platforms_VAT,digital_economy,"VAT on Digital Services from Foreign Platforms. Ghana like many countries is grappling with taxing non-resident digital service providers. Services like Netflix, Spotify, Google Ads, Facebook Ads, Zoom, cloud software (Salesforce, Microsoft Azure) provided to Ghanaian customers by foreign companies with no physical presence in Ghana. Current position: Under the VAT Act 2013 (Act 870), a non-resident person supplying electronic services to a person in Ghana who is not registered for VAT (i.e. a consumer, B2C) may be required to register for VAT in Ghana and account for the VAT. B2B supplies: If a Ghanaian VAT-registered business receives digital services from a foreign supplier, the Ghanaian business may be required to self-account for VAT under the reverse charge mechanism. GRA has issued guidance on the VAT treatment of electronic and digital services — check gra.gov.gh for the most current administrative position. Practical effect: Businesses paying for Google Ads, Facebook Ads, LinkedIn Ads etc. from Ghana should check whether VAT should be self-assessed and remitted to GRA. This is an area of active development in Ghanaian tax policy.",formal,True,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,073,1156,177
074,GRA_Startup_Entrepreneur_Guide,sme,"Tax Guide for Startups and New Entrepreneurs in Ghana. When you start a business in Ghana, here is what you need to do from a tax perspective: Step 1: Register your business with the Registrar General's Department. Step 2: Register for a TIN with GRA — you need your Certificate of Incorporation and IDs of directors. Step 3: Determine which taxes apply to your business: All businesses: Income tax on profits. Employers: PAYE obligation from the day you hire. Any payments to contractors: Withholding tax obligations. Revenue above GHS 200,000: VAT registration required. Step 4: Open the GRA taxpayer portal account. Step 5: Set up a simple bookkeeping system — this does not have to be expensive software. A spreadsheet tracking income and expenses is a good start. Year 1: Focus on keeping records and understanding your obligations. Provisional tax: Remember to make provisional tax payments quarterly or you will face interest charges when you file your first return. GRA has an SME Desk — do not be afraid to ask questions. Tax compliance from day one saves expensive penalties later. The GRA Compliance Support Programme offers free tax education workshops for new businesses.",formal,False,False,"{'ghs_amounts_mentioned': ['200,000'], 'is_qa_format': False, 'has_step_instructions': True}",False,,074,1184,194
075,GRA_Real_Estate_Developer_Tax,real_estate,"Tax Obligations for Real Estate Developers in Ghana. A real estate developer (company that buys land, builds and sells properties) is subject to: Corporate Income Tax at 22% on profits from speculative building (building to sell). VAT: Sale of newly built residential units may attract VAT. The VAT treatment of real estate is complex in Ghana: A first sale of a new residential building by a developer is potentially standard rated (21.9% effective VAT rate). This makes new housing expensive and there has been policy debate about this. Commercial property sales by developers are generally standard-rated. WHT: Developers who use subcontractors must withhold from payments to them. NHIL and GETFund levies apply on VAT-registered developer sales. Land purchases: Stamp duty applies on acquisition of land. The Lands Commission handles registration. Depreciation: Land is not depreciable; buildings can be depreciated for tax purposes. Interest on development finance loans: deductible against income. GIPC incentives: Real estate companies investing above certain thresholds may be eligible for GIPC incentives. Anti-avoidance: GRA scrutinises transactions where property is sold below market value to related parties.",formal,False,False,"{'tax_rates_mentioned': ['22', '21.9'], 'is_qa_format': False, 'has_step_instructions': False}",False,,075,1221,179
076,GRA_Dividend_Tax_Detailed,withholding_tax,"Detailed Guide on Dividend Taxation in Ghana. A dividend is a distribution of profits by a company to its shareholders. WHT on dividends: Rate: 8% for both resident and non-resident shareholders. This is a FINAL tax — the shareholder does not include dividends in their individual income tax return. Obligation: The paying company must withhold 8%, remit to GRA by 15th of the following month, and issue a WHT certificate to the shareholder. Inter-company dividends: Dividends paid by a Ghanaian company to another Ghanaian company that holds at least 25% of the shares are exempt from WHT. This prevents cascading tax on group dividends. Deemed dividends: GRA can treat certain payments from a company to a shareholder (loans, advances, assets used) as deemed dividends subject to 8% WHT if they are not repaid within a reasonable period. Dividends from listed companies: Shareholders of GSE-listed companies receive dividends after 8% WHT deducted — no further personal tax. Non-resident shareholders from DTA countries: May be eligible for a reduced WHT rate under a relevant DTA — must apply to GRA. Branch profits remittances: When a foreign company remits profits from its Ghana branch to its head office abroad, a 10% branch profits remittance tax applies.",formal,False,False,"{'tax_rates_mentioned': ['25', '8', '10'], 'is_qa_format': False, 'has_step_instructions': False}",False,,076,1263,203
077,GRA_Interest_Income_Tax,withholding_tax,"Taxation of Interest Income in Ghana. Interest paid to individuals by financial institutions (banks, savings and loans, credit unions): WHT rate: 8%. This 8% is a FINAL tax — the individual does not include bank interest in their annual return. The bank deducts the 8% before crediting net interest to your account. Interest on Government of Ghana bonds and treasury bills: 0% (exempt from WHT) — this exemption exists to encourage investment in government securities. Interest paid to companies: 8% WHT but this is creditable (not final) against the company's CIT. The company includes the interest income in its CIT return and credits the 8% WHT. Interest on bonds issued by listed companies (corporate bonds): Subject to 8% WHT for individuals, final. Mortgage interest received: If you are an individual lending money (e.g. providing a private loan), interest received is income and taxable at your marginal rate — include it in your annual return. Foreign interest income received by a Ghana resident: Taxable in Ghana — include in annual return and claim foreign tax credit for any tax paid abroad. Usurious/informal lending: Income from informal money lending operations is taxable as business income.",formal,False,False,"{'tax_rates_mentioned': ['8', '0'], 'is_qa_format': False, 'has_step_instructions': False}",False,,077,1208,193
078,GRA_Tax_Education_Twi_FAQ,faq,"Tax Questions in Simple Language (English pidgin and casual). Q: Charley, I just started chop bar. GRA go trouble me? A: If your chop bar earns less than GHS 200,000 a year, you don't need to register for VAT. But you still need a TIN and you should keep records of what you earn. If you make profit, some small tax may apply. Q: My guy said I don't need to pay tax because I'm self-employed. Is that true? A: That's not correct. Self-employed people in Ghana must also pay tax. If you earn income from your own business, freelancing or any work you do for yourself, you are subject to income tax. Register your TIN, keep your records, file your return by 30 April. Q: I dey sell on Jiji online. GRA knows about that? A: GRA has the authority to request information from payment platforms and can identify taxable traders online. If your sales through Jiji, social media, or any platform generate significant income it is safest to declare it. Q: My brother said if I don't have TIN I can't open bank account. That true? A: Yes, that is correct. All commercial banks in Ghana require a TIN to open or maintain a bank account. You can register for a TIN for free at any GRA office or online at taxpayerportal.gra.gov.gh.",informal,False,False,"{'ghs_amounts_mentioned': ['200,000'], 'is_qa_format': True, 'has_step_instructions': False}",False,,078,1219,224
079,GRA_Voluntary_Disclosure_Program,compliance,GRA Voluntary Disclosure Programme. The Revenue Administration Act 2016 (Act 915) allows GRA to provide favourable treatment to taxpayers who voluntarily disclose previously undeclared income or unpaid taxes before GRA initiates an audit or investigation. Benefits of voluntary disclosure: Reduced or waived penalties (subject to Commissioner-General's discretion). Avoidance of criminal prosecution in most cases. Resolution of uncertainty about past tax liabilities. Conditions: The disclosure must be voluntary — meaning GRA has not yet notified you of an audit or investigation into the relevant period. The disclosed taxes and any agreed interest must be paid in full (or an installment plan agreed). Process: Step 1: Contact GRA in writing with details of the income or tax not previously declared. Step 2: GRA reviews the disclosure and calculates the tax due. Step 3: GRA issues a notice of assessment covering the disclosed amount. Step 4: Taxpayer pays the assessed tax (penalty is waived or reduced). Step 5: GRA confirms settlement in writing. Time limits: Disclosure must generally cover periods within the statute of limitations — GRA can go back 6 years from date of filing (or further in cases of fraud or failure to file).,formal,True,False,"{'is_qa_format': False, 'has_step_instructions': True}",False,,079,1239,193
080,GRA_Travel_Document_Tax_Requirements,compliance,"Tax Compliance Requirements for Ghanaian Passport and Travel Documents. While a TIN is not technically required to obtain a Ghanaian passport, tax compliance is increasingly linked to various civil services in Ghana. Tax Clearance Certificates: Some visa applications to foreign countries by Ghanaian nationals require a TCC from GRA as evidence of tax compliance. Prominent individuals (politicians, directors, government contractors) may need to demonstrate tax compliance. GRA and Ghana Immigration Service (GIS) share data on individuals. Land Border and Port Compliance: GRA Customs has full authority to stop and question travellers at borders about goods being brought in or taken out. Travellers carrying large amounts of cash (USD 10,000 equivalent or above) must declare this at the border — GIABA and FIC rules apply. Tax on money remitted from abroad: Remittances from family members abroad are generally not taxable (treated as gifts). However large regular payments that constitute income (salary paid into a foreign account, consulting fees) are taxable in Ghana. Departure levies: A departure levy is charged on international air travel from Ghana — this is included in the airline ticket and remitted to GRA by the airline. Rate varies — check with your airline.",formal,False,False,"{'is_qa_format': False, 'has_step_instructions': False}",False,,080,1279,196
081,GRA_Healthcare_Tax_Guide,sector_specific,"Tax Obligations for Healthcare Providers in Ghana. Private hospitals and clinics: Income from healthcare services provided by a licensed private hospital is subject to CIT at 25%. However GRA has specific guidance — purely medical and health services may qualify for exemptions or reduced rates under certain policy provisions. Verify with GRA. VAT: Healthcare and medical services are VAT-exempt in Ghana. This means private hospitals do not charge VAT on consultation fees and treatment charges. However hospitals cannot recover input VAT on their purchases (a cost disadvantage — a known policy tension). Pharmaceutical companies: Supply of medicines is zero-rated for VAT — pharmacies and drug distributors do not charge VAT on drugs. Manufacturers of pharmaceuticals can recover input VAT as their supplies are zero-rated. Dentists, opticians, physiotherapists: medical services are VAT-exempt. Private health insurance companies: Premium income is VAT-exempt (financial service / insurance). Claims paid to policyholders are not taxable. NHIA (National Health Insurance Authority): Quasi-government body, has special tax status. Medical equipment imports: Some medical equipment may be zero-rated or exempt from VAT — verify specific items under the VAT Act schedules.",formal,True,False,"{'tax_rates_mentioned': ['25'], 'is_qa_format': False, 'has_step_instructions': False}",False,,081,1274,183
082,GRA_Education_Sector_Tax,sector_specific,"Tax Treatment of Education Sector in Ghana. Private schools and universities: Educational services provided by registered educational institutions are VAT-exempt. Income of private schools: Subject to CIT at 25% unless the school qualifies for an exemption (e.g. registered as a charity or trust and approved by GRA). For-profit private universities are taxed on their profits. School fees are not subject to VAT — parents do not pay VAT on tuition. Textbooks and educational materials: Supply of books and educational materials is VAT-exempt. School uniforms: Subject to standard VAT unless specifically exempt. Teachers and academic staff: All employment income is subject to PAYE — educational employers have the same PAYE obligations. International schools: Subject to the same rules as domestic schools. Government schools (GES, UG, KNUST): As government institutions they are generally not subject to income tax but must operate PAYE for staff. Scholarships and grants received by students: Exempt from income tax. Research grants to individuals: May be exempt if received from approved sources — verify with GRA. Student attachment programs: Stipends paid to student interns may be subject to PAYE if they exceed the zero-rated threshold.",formal,True,False,"{'tax_rates_mentioned': ['25'], 'is_qa_format': False, 'has_step_instructions': False}",False,,082,1245,187
083,GRA_Financial_Services_Tax,sector_specific,"Tax Rules for Financial Institutions in Ghana. Banks and Savings and Loans Companies: CIT rate 35% (higher than the standard 25%). Rural and Community Banks: CIT rate 25% (reduced rate to support rural finance). National Financial Inclusion Policy: GRA participates in financial sector tax policy design. VAT on financial services: Fee-based financial services (bank charges, advisory fees, fund management fees) are potentially VAT-able. However certain financial services are VAT-exempt under Schedule 1 of Act 870 (the granting of credit, insurance services, dealing in money). Processing fees and arrangement fees: VAT status debated — verify with GRA. Insurance companies: Generally VAT-exempt on insurance premiums. Insurance companies pay CIT on underwriting profits and investment income. Securities and brokerage firms: Brokerage fees may be subject to VAT. Capital gains on securities dealt in by brokers: subject to CIT. Bank of Ghana: Operates under its own statute and has special status. Mobile money operators (MTN, Vodafone, AirtelTigo): Revenue from mobile money float interest and fees is subject to CIT. Mobile money transfers: Subject to E-Levy (verify current status at gra.gov.gh). Microfinance institutions: Same tax rules as banks in principle — verify category with GRA.",formal,True,False,"{'tax_rates_mentioned': ['25', '35'], 'is_qa_format': False, 'has_step_instructions': False}",False,,083,1295,190
